nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
486,@iimimroah3327,2023-09-12T22:16:02Z,Smg polri yg amnah demi bngs akita sll  dpm klsmtan....smg pelaku dihukum seadil 2nya...,smg polri amnah bngs akita sll dpm klsmtan smg laku hukum adil,positive
487,@GelarSRamdhani,2023-09-13T05:18:31Z,Komjen Pol. Wahyu Widada Kabareskrim Polri - Abituren Akpol 1991 beliah peraih Adhi Makayasa Kepolisian tahun 1991,komjen pol wahyu widada kabareskrim polri abituren akpol biah raih adhi makayasa polisi tahun,positive
488,@neltilubis7741,2023-09-16T01:36:07Z,KALAU ADA PENANGKAPAN NARKOBA YG BENTUKNYA MAFIA PASTI ADA IKUT POLISI.MAKA SEKARANG BANYAK YG BILANG POLISI INDONESIA ADALAH POLISI MAPIA NARKOBA.,tangkap narkoba bentuk mafia polisi bilang polisi indonesia polisi mapia narkoba,negative
489,@MangaraSihaloho-ug5zv,2023-09-13T01:40:23Z,Kira2 uang ini dikemanakan. Mudah2an uang ini tidak masuk ke kontong2 pribadi tetapi ke kas negara. Narkobanya juga tidak disalah gunakan. Atau dibisniskan oknum2 tertentu.,kira uang mana uang kontong pribadi kas negara narkoba salah bisnis oknum,negative
490,@saripudinpudin4929,2023-09-13T09:00:44Z,"Trimakasih aparat negara bersenjata telah tertangkapnya badut badut narkoba narkotika  , tapi telusuri dong ada beking oknum ga  ? Tangkaaaaaapp",trimakasih aparat negara senjata tangkap badut badut narkoba narkotika telusur beking oknum tidak tangkaaaaaapp,positive
491,@JarKasih-cf3fu,2023-09-15T04:32:40Z,Kadang bikin bingung juga knp jaringan narkoba bgt besas dan pastinya perlu proses lama untuk mereka para melaku..u tuk menjadi besar.hingga tak ter endus kepolisin/aparat hukum..ada kemungkin ada sebabagian oknum oknum yg tau tapi menutup mata alias dapat jatah..suatu peluang besar omset nya..di sita wat negara...dan pastinya di amankan yg sangat aman..wk wk wk..,kadang bikin bingung kenapa jaring narkoba sangat besar pasti proses laku ter endus polisi aparat hukum mungkin bagi oknum oknum tau tutup alias jatah peluang omset sita wat negara pasti aman aman,negative
492,@junikoharis7278,2023-09-13T05:19:02Z,Kenapa kok narkoba dan Pornografi  pemerintah lebih gampang menangani dan lebih cepat mengusut hukum nya tapi kalau masalah urusan Korupsi sangat susah untuk di usut tuntas dan sangat lambat kinerjaan saat ada pemberantasan Korupsi sangat mudah menangani Kasus seperti ini,narkoba pornografi perintah gampang tangan cepat usut hukum urus korupsi susah usut tuntas lambat kerja berantas korupsi mudah tangan,negative
493,@abiekenzo7657,2023-09-15T22:47:40Z,"coba jika ada pejabat atau oknum yg melakukan korupsi juga di miskin kan dan di sita smua asetnya,krn kan logikanya uang hasil korupsi itu bs jd buat modal usahanya dan bkaljd aset jg..dan dr dampak kerugian jga,sangat merugikan rakyat kecil jga..",coba jabat oknum korupsi miskin sita semua aset karena logika uang hasil korupsi modal usaha bkaljd aset juga dampak rugi juga rugi rakyat juga,negative
494,@HermanSoekmadiwirya-lt1lc,2023-09-18T05:54:41Z,"Harus dipantau KAPOLRI dan jajarannya...juga unsur KEJAGUNG, MA.. SAMPE LAPAS...semua harus kompak memberantas  PEREDARAN NARKOBA SECSRA TUNTAS.<br><br>KARENA. Cari duit paling hampang dg nilai besar ya bisnis NARKOBA !!!  Klo.gak ketauan (apes).",pantau kapolri jajar unsur jagung sampai lapas kompak berantas edar narkoba secsra tuntas cari duit hampang dengan nilai bisnis narkoba gak tau apes,negative
495,@nunungfarida5704,2023-09-19T13:34:17Z,"Pantas smua nya di hukum mati , termasuk oknum bgtu juga para koruptor di hukum mati dan di miskinkan , Indonesia pasti aman dan menjadi negeri baldatun tayyibatun wa rabbun gafuurr",semua hukum mati oknum begitu koruptor hukum mati miskin indonesia aman negeri baldatun tayyibatun rabbun gafuurr,negative
496,@mohwakit9329,2023-09-18T11:59:56Z,Brani ndak ditindak tegas pelakunya...itu yg ditunggu masyarakat jwbnya..contoh hukum seberat beratnya...,brani ndak tindak laku tunggu masyarakat jwb contoh hukum berat berat,negative
497,@novaalivasha5381,2023-09-13T09:19:08Z,"ALHAMDULILLAH...<br>MANTAP PAK POLISI<br>prestasi yg sangat luar biasa<br>tidak pandang bulu<br>sikat habis sindikat perusak bangsa, pengungkapan yang sangat luar biasa, <br>POLRI, Kepolisian terbaik, terhebat disuluruh kepolisian dunia...<br>ungkap tuntas jaringan narkoba jaringan internasional<br>LUAR BIASA",alhamdulillah mantap polisiprestasi biasatidak pandang bulusikat habis sindikat usak bangsa ungkap polri polisi baik hebat disuluruh polisi dunia tuntas jaring narkoba jaring internasionalluar,positive
498,@irwanwan6217,2023-09-17T06:56:46Z,"Menguntungkan bagi Polisi. <br>1.Barang bukti bsa dipakai or jual lagi ama Polisi<br>2.yg ketangkap jga ada setoran buat polisi (ntah itu setoran utk bebas,dll) <br><br>Ada yg mau ditambahkan lgi ......... silahkan netizen.",untung polisi barang bukti bisa pakai jual ama polisi tangkap juga setor polisi ntah setor untuk bebas lagi silah netizen,negative
499,@jesusiskingofking991,2023-09-13T03:02:28Z,"Klo mau negaranya maju, ekonomi baik, generasi yg sehat, negara hrs narkoba free, polisi hrs tegas dimana supaya masyarakat bs bantu lapor sewaktu mrk jual masa tdk bs ketahuan begitu byk brg dijualnya, polisi &amp; detective hrs turun tangan, nanti jgn smp kaye Philippine president hrs tembak2in setelah sdh kecanduan....polisi tanggung jawab yg paling besar, jgn ngantuk.diMerika org yg miskin homeless justru mrk sdh jd zombie malang, manusia takut, òpemerintah sdh tdk sanggup, cm hanya menunggu mrk mati dlm kemiskinan.",negara maju ekonomi generasi sehat negara harus narkoba free polisi harus mana masyarakat bantu lapor mereka jual tidak tahu byk brg jual polisi detective harus turun tangan jangan smp kaye philippine president harus sudah candu polisi tanggung jangan ngantuk dimerika orang miskin homeless mereka sudah zombie malang manusia takut perintah sudah tidak sanggup tunggu mereka mati dalam miskin,negative
500,@hadisoje826,2023-09-19T12:44:11Z,Dari dulu Pelaku narkoba di tangkap tapi Barangnya di Amankan di simpan oknum polisi. Coba kalau ada barang bukti yang akan di musnakan di siarkan Langsung biar rakyat bisa lihat sekalian jadi saksi.,laku narkoba tangkap barang aman simpan oknum polisi coba barang bukti musnakan siar biar rakyat saksi,negative
501,@ahkomnahl855,2023-09-13T01:40:55Z,"Jika sy punya wewenang, ditanya apa yg akan sy lakukan dilakukan?<br>Kumpulkam barang bukti disamping semua pelaku, langsung bakar semua. Dan habisi semua pelakunya di tempat saat itu juga. Tanpa sisa!",saya wewenang saya laku kumpulkam barang bukti samping laku bakar habis laku sisa,negative
502,@dedyarsyam359,2023-09-13T02:28:36Z,Alhamdulilaah..tumpas sampai ke boss dan jaringannya.tanpa pandang bulu..transparan  terarah..siapapun terlibat tangkap dan hukum seberat2nya..jangan gembos di tengah jalan ..malu dg negara lain..nama baik negara berada di Polri..dan penegak hukum lain..semua rakyat dan internasional memantau.,alhamdulilaah tumpas boss jaring pandang bulu transparan arah libat tangkap hukum gembos tengah jalan malu dengan negara nama negara polri tegak hukum rakyat internasional pantau,negative
503,@jeffryrsp22,2023-09-15T18:58:26Z,Sudah sepantasnya semua di hukum mati.. jgn ada ampun.. ini lah biang penyebab perusak generasi bangsa.. biang nya sumber tindak kriminal dll di masyarakat adalah narkoba.. jgn ada ampun sudah banyak generasi muda Indonesia yang hancur akibat  mereka ini..,hukum mati jangan ampun biang sebab usak generasi bangsa biang sumber tindak kriminal masyarakat narkoba jangan ampun generasi muda indonesia hancur akibat,negative
504,@amranali6133,2023-09-13T02:13:43Z,"Lumrah, seorang Kapolda saja yang ketahuan 5 kg seharga 2,5 Milyar .. gimana yang gak ketahuan (gunung es yg tak nampak bisa2 95% ..... kalikan saja).",lumrah kapolda tahu harga milyar gimana gak tahu gunung nampak bisa kali,negative
505,@rezafaisal9359,2023-09-17T15:17:42Z,"Jaga UANG NYA , kalau nggak bisa ngejaga nya , biar aku yg Jaga . <br>Nggak usah Whatsapp, langsung aja datang kerumah gua . <br>Medan. Jalan denai Gg. Mulajadi No.18 <br><br>Tengkyu ...",jaga uang nggak ngejaga biar jaga nggak whatsapp aja rumah saya medan jalan denai mulajadi tengkyu,negative
506,@pardameanpanjaitan3158,2023-09-17T06:12:52Z,Ini baru hrs tembak mati .karena ini merusak moral hukum Indonesia..menggapa karena barang ini bisa menyuapseluru kepolisian.,harus tembak mati rusak moral hukum indonesia menggapa barang menyuapseluru polisi,negative
507,@ArisAris-ru3md,2023-09-16T23:33:38Z,Coba sama dengan koruptor pas ketangkep jagan di sita hasil uang yang di ambil. Tp berikut kekayaan yg dipunya alias di miskinkan,coba koruptor pas ketangkep jagan sita hasil uang ambil tapi kaya alias miskin,negative
508,@mustikaayuningtyas8332,2023-09-19T10:39:21Z,Jaringan narkoba nurut padangan jika manusiaya tidak di hukum mati.manusia nkri nati bayak yang rusak.patesan aloh murka teryata bayak manusia dolim ke aloh,jaring narkoba nurut padang manusiaya hukum mati manusia nkri nati bayak rusak patesan aloh murka teryata bayak manusia dolim aloh,negative
509,@messineimar9053,2023-09-13T04:59:50Z,Habiskan bandar narkoba di Indonesia sangat gampang....yg penting komitmen dan serius berantas dan bukan pura pura berantas..,habis bandar narkoba indonesia gampang komitmen serius berantas pura pura berantas,negative
510,@mixmixture7049,2023-10-12T00:00:23Z,"Ga kebayang psikologi orng2 yg baju Oren itu saat konfrensi pers. Malu, takut, bete bercampur jdi satu😂. Amit2 Amit2",tidak bayang psikologi orng baju oren konfrensi pers malu takut bete campur jadi amit amit,negative
511,@ajisoke1055,2023-09-13T03:57:33Z,Akankah kasus seperti itu mereka lolos dari jeratam hukum. Sementara geners mudi bangsa ini di ambang kepunahan mereka akan mati satu persatu hukum yang pantas buat kasus kejahatan narkoba adlaah hukuman mati .kalau tidak di hukum mati aku gak mau jadi warga negri ini.,lolos jeratam hukum geners mud bangsa ambang punah mati satu hukum jahat narkoba adlaah hukum mati hukum mati gak warga negri,negative
512,@achepratomo357,2023-09-16T05:02:38Z,"Hukuman, pemakai dan bandar harus sama beratnya, ada yang suply krn ada yang beli.<br>Hukum mati korupsi dan Narkoba",hukum pakai bandar berat suply karena beli hukum mati korupsi narkoba,negative
513,@Han-lc5id,2023-09-13T16:06:57Z,BARANG BUKTI SABU2 LANGSUNG BAKAR DI TEMPAT KEJADIAN TIDAK USAH DI SITA BAWA KE LAIN BARANG BUKTI SABU2 NYA SUPAYA TIDAK BEREDAR LAGI BARANG BUKTI SABU2 NYA. LANGSUNG BAKAR DI TEMPAT KEJADIAN SABU2 BARANG BUKTI TIDAK USAH DI SITA ATAU BAWA KE LAIN SABU2 BARANG BUKTI NYA.,barang bukti sabu bakar jadi sita bawa barang bukti sabu edar barang bukti sabu bakar jadi sabu barang bukti sita bawa sabu barang bukti,negative
514,@yandiyan05,2023-09-14T11:00:24Z,Sejarah terbesar buat polri menangkap dan menyita semua aset tersangka narkoba internasional. Selanjutnya bandar besar judi online d indonesia,sejarah besar polri tangkap sita aset sangka narkoba internasional bandar judi online indonesia,negative
515,@saguart844,2023-09-13T12:32:04Z,Terimakasih utk POLRI..betapa generasi bangsa akan rusak jika mereka sindikat ini berhasil dijalankan di Indonesia..Tuhan berkati para petugas yg sudah bekerja🌹🙏,terimakasih untuk polri betapa generasi bangsa rusak sindikat hasil jalan indonesia tuhan berkat tugas,positive
516,@andimayori6230,2023-09-15T06:47:25Z,"Jangan sampai lepas ini tersangka, sangat berbahaya, salut utk kepolisian ke tiga negara dpt mengungkap sindikat narkotika Internasional..",lepas sangka bahaya salut untuk polisi negara dpt ungkap sindikat narkotika internasional,positive
517,@langitsenja2400,2023-09-17T10:15:52Z,"Inilah penjajah zaman skr, negara luar sengaja merusak pemuda di negara ini utk hancur agar negara ini tdk maju.",jajah zaman skr negara sengaja rusak pemuda negara untuk hancur negara tidak maju,negative
518,@winarto6333,2023-09-18T08:59:42Z,"Hahaha di buat langganan boleh2 ..  di rasa indonesia aman walau tertangkap tidak di hukum mati saja enak lewat  sini.. hahaha.. apa semua  narkoba mau lewat Indonesia. Silahkan 2.. silahkan..masuk ke Indonesia...hehe..  tidak di hukum mati saja  repot.. ditangkap di jalani oke <b>Sdh banyak di hukum mati ujung2 nya netizen tau tidak jadi di eksekusi mati</b> .. hahaha.. semua negara tahu dan sistim Indonesia gerta sambal.. begini lewat indonesia saja ciamik aman.  😎😎😎😎😎😎😎 <a href=""https://www.youtube.com/watch?v=PO1IloHn1pk&amp;t=11m05s"">11:05</a>",langgan boleh indonesia aman tangkap hukum mati narkoba indonesia silah silah indonesia hehe hukum mati repot tangkap jalan oke sudah hukum mati ujung netizen tau eksekusi mati negara sistim indonesia gerta sambal indonesia ciamik aman,negative
519,@salmahsitisiah2678,2023-09-15T08:28:01Z,"Semngat tumpaskan sampai ke akar&quot; nya ,smoga anak cucu &quot; kita tdk terimbas dan orangtu acyg lain tilong jga anak&quot; / cucu &quot; kita tdk boleh terkena gerasi yg narkoba ,smoga Indonesia bersih dri narkoba  AamiinYRA 🤲🤲🙏🙏",semngat tumpas akar smoga anak cucu tidak imbas orangtu acyg tilong juga anak cucu tidak kena gas narkoba smoga indonesia bersih narkoba aamiinyra,positive
520,@hariuntung5942,2023-09-19T15:46:49Z,Perusak bangsa dan generasi muda wajib dihukum mati.karna narkoba suda masuk desa.bukan ABRI masuk desa seperti jaman suharto.tapi mnakroba masuk desa pengedar wajib di hukum mati.kalau di miskinkan saja pasti tetap jalan,usak bangsa generasi muda wajib hukum mati karena narkoba suda desa abri desa jaman suharto mnakroba desa peedar wajib hukum mati miskin jalan,negative
521,@dwiaguskurniawan2767,2023-09-16T05:38:13Z,Klau mau buka buka an pasti bnyk polisi korup yg terlibat😂😂😂😂😂😂😂😂😂😂😂😂😂.<br>Selama hukuman mati mlempem..n hukum msh bisa di nego...ya sampai kiamat Indonesia bakal JD sarang mafia bandar narkoba.,buka buka banyak polisi korup libat hukum mati lemah hukum tawar kiamat indonesia sarang mafia bandar narkoba,negative
522,@saefulelfalah195,2023-09-13T02:08:50Z,"Yg seperti merekalah yg ingin negeri ini selalu kacau. Di saat pemerintah  di buat sibuk dengan hujatan cacian makian berita hoax dan segala remeh temeh lainnya, mereka akan leluasa untuk berbisnis haram sperti itu",negeri kacau perintah sibuk hujat caci maki berita hoax remeh temeh leluasa bisnis haram sperti,negative
523,@DjokoAndreas-qn7qs,2023-09-19T10:47:16Z,"Hukuman mati harusnya mereka semua, jng karna dia bisa menebus dng uang banyak sehingga hukuman jadi ringan dan sebentar bisa bebas, harus diberi efek jera bagi yg lainya.",hukum mati jng karena tebus dng uang hukum ringan bebas efek jera lai,negative
524,@pendekar9246,2023-09-13T12:20:32Z,Polisi udah berusaha keras menangkap bandar narkoba eeehhh mpe di pengadilan dapat hukuman seperti maling sandal,polisi sudah usaha keras tangkap bandar narkoba eeehhh mpe adil hukum maling sandal,positive
525,@suzionozionzion7215,2023-09-19T14:15:26Z,Lebih baik jual narkoba karna sda harga murah sama kayak kerja paksa lebih jual narkob kerja santai dpat jutaan,jual narkoba karena sda harga murah kayak paksa jual narkob santai dpat juta,negative
526,@marwoto-od4no,2023-09-19T11:45:25Z,Semoga semakin banyak dan lengkapnya aparat penegak hukum bisa mewujudkan harapan masyarakat yang betul2 makmur dan adil sejahtera,moga lengkap aparat tegak hukum wujud harap masyarakat betul makmur adil sejahtera,negative
527,@abdulloh5354,2023-09-13T11:59:52Z,"Ungkap oknum dan hukum seberat2nya yg berkianat pada negara,mereka tidak mungkin bisa memasukan barang yg segitu banyaknya klo tidak ada oknum yg ikut campur tangan .",oknum hukum berkianat negara pasu barang segitu banyak oknum campur tangan,negative
528,@mochammadyunus4686,2023-09-22T02:53:41Z,"Susah payah bongkar gembong narkoba di uangkan Rp 10 triliun,hukuman mati  termasuk anak buah",susah payah bongkar gembong narkoba uang triliun hukum mati anak buah,negative
529,@seroja5249,2023-09-13T04:05:29Z,Entahlah.klu kasus sprti ini kmi ckup menilai dr kasus2 sblumnya.nnti jg senyap sndri nggak tau klnjutannya bagaimana,kalau sprti kmi ckup nilai kasus sblum nanti juga senyap nggak tau klnjutan,negative
530,@SuperMan-yv9zt,2023-09-15T21:11:52Z,BRAVOOOO... SAYA UCAP KAN TERIMAKASIH BANYAK KEPADA POLRI INDONESIA... DENGAN ADA PENANGKAPAN SINDIKAT BESAR INI KALIAN TELAH MENYELAMAT KAN ANAK2 DAN BANGSA INDONESIA... GOOD JOB... KLO BISA JGN CMN DI MISKIN KAN.. HUKUM MATI BIAR GA ADA LG DAJJAL PENGEDAR BESAR YG MERSAK GENERASI BANGSA... MERDEKAAAA...,bravoooo terimakasih polri indonesia tangkap sindikat selamat anak bangsa indonesia good job jangan miskin hukum mati biar tidak lagi dajjal peedar mersak generasi bangsa merdekaaaa,positive
531,@gemigemi983,2023-09-13T02:12:19Z,Kasus bermula di tangkap kurir warga malaysia 2 orang lalu polis malaysia bekerjasama dgn indonesia dab thailand jaribgan internasional,tangkap kurir warga malaysia polis malaysia bekerjasama dengan indonesia dab thailand jaribgan internasional,negative
532,@user-yx5wh6pb5q,2023-09-13T14:35:51Z,Tu bpk kapolri..hrs brng bukti d musnahkan dpn rkyat..dn dpn media..tu bru mntrp bpk kapolri..krn kt lht sndri bpk tedy minahasa jendral bintng 2 d jual ny lg..kpn hbs2 ny narkoba.❤❤,bpk kapolri harus brng bukti musnah dpn rkyat dan dpn media baru mntrp bpk kapolri karena lht bpk tedy minahasa jendral bintng jual lagi kapan hbs narkoba,negative
533,@lamhot_sihombing,2023-09-19T12:21:00Z,prestasi terbesar kabareskrim yg baru komjen wahyu widada..bravo polri..👍👍👍.selamatkan generasi bangsa ini dr bahaya narkoba.,prestasi besar kabareskrim komjen wahyu widada bravo polri selamat generasi bangsa bahaya narkoba,positive
