nama_akun,tanggal_komentar,komentar,komentar_preprocessing,label
BaliEkbis,2023-09-13T04:21:42Z,Ready Succeed G20 Summit PLN Strategi Meningkatkan Keandalan Listrik Bali,ready succeed   summit pln strategi tingkat andal listrik bal,positive
Marquetalove,2023-09-17T16:08:17Z,JOKOWI Lanjutkan menyelesaikan persiapan Seri Puncak Puncak G20 Konferensi Summit Bali Economitap.,jokowi lanjut selesai siap seri puncak puncak   konferensi summit bal economitap,neutral
friska_diane,2023-09-13T15:06:02Z,Pemerintah PSTikan Hotels Bali SIP Menyambut KTT G20 Wilayah Khusus Yogyakarta G20 Yogyakarta G20indonesia RecoverTogerCoverTronger G20Indonesia2022 Groupoftwentyindonesia,perintah pastikan hotels bal sip sambut k   wilayah yogyakarta   yogyakarta   recovertogercovertronger       groupoftwentyindonesia,positive
delapanenamcom,2023-09-17T02:38:35Z,Posting Blog Baru Peran Hubungan Masyarakat Bali Polisi Regional Polisi Precision G20 Informasi Implementasi KTT,posting blog peran hubung masayarakat bal polisi regional polisi precision   informasi implementasi k,positive
FirmanRiza6,2023-09-13T03:40:06Z,"Menyambut G20 Summit Bali Polri, disiapkan jumlah Escort Keamanan Mobil Listrik, Juga Upaya Ikuti Instruksi Presiden 7 2022 Mengenai Penggunaan Kendaraan Listrik.",sambut   summit bal polri siap escort aman mobil listrik upaya ikut instruksi presiden      guna kendara listrik,neutral
ninjarumahan,2023-09-13T09:29:59Z,Mengadakan Pertemuan Puncak G20 Negara Bali November 2022 Mendekati Presiden Joko Widodo Kembalinya Kabinet Pertemuan Terpimpin Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Jakarta Senin 3 Oktober 2022,ada temu puncak   negara bal november     dekat presiden joko widodo kembali kabinet temu pimpin selesai siap   k merdeka palace jakarta senin  oktober    ,neutral
usharanimuni,2023-09-12T23:40:42Z,Pemerintah Memastikan Hotel Bali Siap Selamat Datang Bangka Belitung G20Indonesia RecoverTrecoverstronger G20Indonesia2022 Groupoftwentyindonesia Kepulauan KTT Kepulauan,perintah hotel bal selamat bangka belitung   recovertrecoverstronger       groupoftwentyindonesia pulau k pulau,positive
PtBerita,2023-09-19T18:27:03Z,DEPAN KTT G20 Summit Ubud Patroli Sektor Polisi Turis Objek wisata,k   summit ubud patroli sektor polisi turis objek wisata,neutral
nkrijiwaraga,2023-09-13T04:36:26Z,"Mari Dukung Implementasi Sukses G20 Summit Bali, Sulawesi Utara, G20Indonesia RecoverTogerRecoversTronger G20Indonesia2022 Groupoftwentyindonesia sulawesiutara",mari dukung implementasi sukses   summit bal sulawesi utara   recovertogerrecoverstronger       groupoftwentyindonesia sulawesiutara,neutral
detikoto,2023-09-18T06:24:27Z,20 unit PCX Electricity Guard G20 Presidency Summit Bali, unit pcx electricity sayard   presidency summit bal,neutral
DamaiSulbar,2023-09-12T22:23:11Z,"Kagumi nama persatuan kesatuan sila ketiga pancasila indonesia bali summit tangkalradicalism Merdeka pancasilardikalisme, basis negara nkrihargamati malaqbi melletedonganang manakarra sulbarinfo",kagum nama satu satu sila tiga pancasila indonesia bal summit tangkalradicalism merdeka pancasilardikalisme basis negara nkrihargamati malaqbi melletedonganang manakarra sulbarinfo,neutral
retnosetyow4t,2023-09-13T02:48:04Z,Membuka Konferensi Dunia ke -3 Ekonomi Kreatif Kamis 6 Oktober 2022 Presiden Joko Widodo Meninjau Infrastruktur Jalan Konstruksi Nusa Dua Area Badung Bali Kabupaten Lulus Pemimpin Dunia Hadiri KTT G20 November,buka konferensi dunia  ekonomi kreatif kamis  oktober     presiden joko widodo tinjau infrastruktur jalan konstruksi nusa area badung bal kabupaten lulus pimpin dunia hadir k   november,positive
papaAntar,2023-09-18T03:28:29Z,Infourourism membawa kabar kesiapan kabar baik di depan G20 Summit Bali Sandiaga Track,infourourism bawa kabar kesiap kabar   summit bal sandiaga track,positive
CEOfficialID,2023-09-17T08:54:44Z,Luhut memesan kantor sekolah Bali berlaku dengan KTT WFH G20,luhut mes kantor sekolah bal laku k wfh  ,neutral
liputan6dotcom,2023-09-19T12:44:11Z,kesiapan hotel ke depan g20 summit bali sandiaga uno track,kesiap hotel   summit bal sandiaga uno track,neutral
jpnncom,2023-09-13T14:00:10Z,Menteri Koordinasi Pesanan Marves Luhut Pandjaitan Bali dengan tegas mengundang pengemudi lokal memanfaatkan G20 Luhutpandjaitan Summit,menteri koordinasi pesan marves luhut pandjaitan bal undang kemudi lokal manfaat   luhutapiandjaitan summit,negative
BUMNBdgSigap,2023-09-15T07:07:51Z,"Teman Bumn Green Energy Station GES Siap melayani G20 Delegasi KTT Bali November 2022 Membutuhkan Kendaraan G20 Aktivitas, Sebagian besar menggunakan kendaraan listrik ramah lingkungan",teman bumn green energy station ges layan   delegasi k bal november     butuh kendara   aktivitas kendara listrik ramah lingkung,positive
naresetya,2023-09-13T01:34:36Z,Pemerintah Mempersiapkan Antisipasi Jaringan Telekomunikasi Gangguan G20 Summit Bali Berhasil Mengembangkan KUHP Kriminal,perintah antisipasi jaring telekomunikasi ganggu   summit bal hasil kembang kuhp kriminal,positive
pemprov_gtlo,2023-09-13T08:52:30Z,Layanan Fasilitas Kesehatan G20 KTT Berbagai Fasilitas Kesehatan Disiapkan G20 Delegasi Bali Hotel Utama G20 G20 G20 G2022 RecoverTogetherRecoverstronar G20Indonesia G20updates Layanan Layanan Sehat,layan fasilitas sehat   k fasilitas sehat siap   delegasi bal hotel utama           recovertogetherrecoverstronar     layan layan sehat,positive
DamaiSulbar,2023-09-13T05:28:25Z,200 Dai Khatib Surabaya menyatakan lawan radikalisme Indonesia Bali KTT G20 DAMAI LAWANTERORISME,   dai khatib surabaya lawan radikalisme indonesia bal k   damai lawanterorisme,neutral
Ddwie5,2023-09-15T06:14:38Z,1 337 Jurnalis Asing Lokal Terdaftar Sampul G20 Summit Bali Mempersiapkan berbagai fasilitas jurnalis mencakup momentum puncak G20 Presiden Indonesia termasuk Kapasitas Pusat Media 1 500 Orang,    jurnalis asing lokal daftar sampul   summit bal fasilitas jurnalis cakup momentum puncak   presiden indonesia kapasitas pusat media    ,negative
BJKT2Terpercaya,2023-09-16T07:37:55Z,"Teman Bumn Green Energy Station GES Siap melayani G20 Delegasi KTT Bali November 2022 Membutuhkan Kendaraan G20 Aktivitas, Sebagian besar menggunakan kendaraan listrik ramah lingkungan",teman bumn green energy station ges layan   delegasi k bal november     butuh kendara   aktivitas kendara listrik ramah lingkung,positive
SINDOnews,2023-09-18T11:59:56Z,Menparekraf Sandiaga Uno Akomodasi Kesiapan KTT G20 Bali Track Sindonews Sebaliknya,menparekraf sandiaga uno akomodasi kesiap k   bal track sindonews,neutral
mang_ib,2023-09-12T23:48:50Z,Presiden Returned Rapat Finalisasi Persiapan KTT G20 Diadakan Puncak Pertemuan G20 Negara Bali November 2022 Menjadi Lebih Dekat,presiden returned rapat final siap k   ada puncak temu   negara bal november    ,neutral
Cah_Beler,2023-09-14T04:45:51Z,mari kita melawan berita tipuan usaha berhasil implementasi g20 provinsi bali bali,mari lawan berita tipu usaha hasil implementasi   provinsi bal bal,neutral
Nov1R007,2023-09-20T10:55:46Z,"Selain itu, pertemuan juga membahas kesiapan Bali detail sumur sesi waktu g20 puncak menurut Airlangg Indonesia berharap hasil keseluruhan diskusi g20 pemimpin dapat sederhana meringkas 34 paragraf",temu bahas kesiap bal detail sumur sesi   puncak airlangg indonesia harap hasil diskusi   pimpin sederhana ringkas  paragraf,neutral
febipondo,2023-09-13T09:09:50Z,Pemerintah pasti hotel bali siap sambut timur nusa tenggara g20indonesia g20indonesia recoverthercoverstronger g20indonesia2022 groupoftwentyindonesia,perintah hotel bal sambut timur nusa tenggara     recoverthercoverstronger       groupoftwentyindonesia,positive
reginanaung,2023-09-13T00:24:33Z,Presiden Jokowi Ready Open G20 Bali Let's Escape Succeed G20 Suara Bali G20indonesia RecoverTheRecoverstronger G20 G20,presiden jokowi ready open   bal let escape succeed   suara bal   recovertherecoverstronger    ,positive
DanangBarrera,2023-09-19T02:42:21Z,kesiapan jaringan telekomunikasi indonesia wajah g20 baliindonesia recoverthercoverstronar g20indonesia2022 groupoftwentyindonesia indonesia summit,kesiap jaring telekomunikasi indonesia wajah   baliindonesia recoverthercoverstronar       groupoftwentyindonesia indonesia summit,neutral
kabarotocom,2023-09-13T01:35:00Z,Total 20 Honda PCX Motor Listrik Digunakan Tahan G20 Bali Summit Kabarotucom Honda Honda Kttg20bali Otomotif Beritaotomotif,total  honda pcx motor listrik tahan   bal summit kabarotucom honda honda   otomotif beritaotomotif,neutral
KontanNews,2023-09-16T23:52:59Z,G20 BI Summit Event Optimis Bali Ekonomi Bali Stretch Bali,  bi summit event optimis bal ekonomi bal stretch bal,neutral
Cak_X01,2023-09-12T22:42:53Z,Memegang Pertemuan Puncak G20 Negara Bali November 2022 Presiden Lebih Dekat Kabinet Pemimpin Kabinet Menyelesaikan Berbagai Persiapan G20 KTT Merdeka Palace Senin 3 Oktober 2022,pegang temu puncak   negara bal november     presiden kabinet pimpin kabinet selesai siap   k merdeka palace senin  oktober    ,neutral
RCyberProjo,2023-09-13T00:15:35Z,"Implementasi G20 Bali 2022 Summit berjalan dengan lancar melihat semuanya hampir siap, Alhamdulillah Hope nanti juga terjadi dengan baik dengan lancar jokowi",implementasi   bal     summit jalan lancar hope lancar jokowi,positive
DamaiSulbar,2023-09-13T16:36:36Z,Cinta Nabi Negara Indonesia Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDI NKRIHARGAMATI MALAQBI MELLETEDEANGANAN MANAKARRA SULBARINFO SULBARMODERAT POLEWALIM Majene MamuJu MamuJu Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa Mamasa,cinta nabi negara indonesia bal k   damai lawanterorisme tangkalradikisme merdeka pancasilardi nkrihargamati malaqbi melletedeanganan manakarra sulbarinfo sulbarmoderat polewalim majene mamuju mamuju mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa mamasa,positive
bumnpdgjitu,2023-09-29T06:30:50Z,"Teman Bumn Green Energy Station GES Siap melayani G20 Summit Delegasi Bali November 2022 Membutuhkan Aktivitas Kendaraan G20, Energizingyou GespertamindukUNGG20 Pertaminapimimpintransisi Energi",teman bumn green energy station ges layan   summit delegasi bal november     butuh aktivitas kendara   energizingyou   pertaminapimimpintransisi energi,neutral
amin_richmen,2023-09-16T05:33:25Z,ACEH News Network Telekomunikasi Disiapkan Selamat Datang G20 Summit Bali G20indonesia RecovertogetherRecoverstronger G20Indonesia2022 Groupoftwentyindonesia,aceh news network telekomunikasi siap selamat   summit bal   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
Yono43370361,2023-09-13T05:13:23Z,Polri Siagakan 7 00 KTT Keamanan Personel Gabungan G20 Bali Siap Kantor KTTG20 HUT77 Pemulihan Kenaikan Cepat Kuat,polri siaga   k aman personel gabung   bal kantor     pulih naik cepat kuat,positive
goseolcom,2023-09-15T12:16:38Z,APAN AWORD G20 Summit Diperiksa Kesiapan Bandara Bali,apan aword   summit periksa kesiap bandara bal,neutral
DamaiSulbar,2023-09-16T00:57:37Z,Indonesia terus memantau Perkembangan Global Sake Mitigasi KTT 20 Indonesia Bali KTT G20 DAMAI LAWANTERORISME TANGKALRADIKISME MERDEKA PANCASILARDI NKRIHARGAMATI MALAQBI MELLETEDERIANGANG MANAKARRA SULBARINFO Sulbarmoderat Polewalimandar,indonesia pantau kembang global sake mitigasi k  indonesia bal k   damai lawanterorisme tangkalradikisme merdeka pancasilardi nkrihargamati malaqbi melletederiangang manakarra sulbarinfo sulbarmoderat polewalimandar,neutral
HumasPolsekWat1,2023-09-16T05:38:00Z,Repost Divisi Hubungan Masyarakat Polisi Nasional Menyambut KTT G20 Polisi Nasional Bali Polisi Nasional Mempersiapkan Escort Keamanan Mobil Listrik,repost divisi hubung masayarakat polisi nasional sambut k   polisi nasional bal polisi nasional escort aman mobil listrik,neutral
SandraH22095798,2023-09-17T15:26:16Z,Kesiapan Menghadapi Summit G20 Bali G20indonesia Recovertogetherrecoverstronger G20Indonesia2022 GroupoftwentyIndonesia,kesiap hadap summit   bal   recovertogetherrecoverstronger       groupoftwentyindonesia,neutral
Bisniscom,2023-09-15T00:59:32Z,DEPAN G20 LUHUT Summit Pemeriksaan Kesiapan Layanan Bandara Bali,  luhut summit periksa kesiap layan bandara bal,neutral
Johnss___,2023-09-13T01:01:13Z,Keamanan Bali G20 Summit Series Polda Bali Mempersiapkan Personalia Safeguard Series G20 KTT termasuk ttiwg tiimm nusa dua bali kawalg20 meningkatkan ekonomi,aman bal   summit series polda bal personalia safesayard series   k ttiwg tiimm nusa bal   tingkat ekonomi,neutral
detikfinance,2023-09-13T04:01:11Z,"Dukungan Pesanan G20 KTT Kementerian PUPR Membuat Peningkatan Infrastruktur Bali, Satu Konstruksi Terminal VVIP Gusti Ngurah Rai Bandara Informasi Lengkap",dukung pesan   k menteri pupr tingkat infrastruktur bal konstruksi terminal vvip gusti ngurah rai bandara informasi lengkap,positive
Johnss___,2023-09-16T09:58:28Z,Bali Mandara Toll Road Resmi Dukungan Smooth Running G20 Summit 15 November 16 2022 Bali,bal mandara toll road resmi dukung smooth running   summit  november      bal,positive
detikcom,2023-09-15T07:49:46Z,Luhut Pandjaitan meminta orang Bali bekerja di rumah dengan KTT G20 diadakan November 2022,luhut pandjaitan bal rumah k   ada november    ,neutral
BTerampil,2023-09-13T10:16:43Z,Stasiun Energi Hijau Ges Ready Serve G20 Summit Delegasi Bali November 2022 Kendaraan Kendaraan G20 Aktivitas Sebagian besar menggunakan kendaraan energi ramah lingkungan yang memberi energi pada Anda gespertamindukungung20,stasiun energi hijau ges ready serve   summit delegasi bal november     kendara kendara   aktivitas kendara energi ramah lingkung energi  ,positive
baliauthority,2023-09-17T06:50:34Z,TTX TFG Persiapan Kunjungan Lapangan Dukungan G20 Summit Bali Wilayah IV Otoritas Bandara Ngurah Rai,ttx tfg siap kunjung lapang dukung   summit bal wilayah iv otoritas bandara ngurah rai,neutral
FMB9ID_,2023-09-17T15:02:45Z,Puncak Indonesia G20 Pertemuan NUSA Dua Bali 15 November 16 2022 Harus Mengawal Persiapan Hati -hati Infrastruktur Provisi Rinci Layanan Telekomunikasi Penting Hal penting yang perlu dipastikan berhasil dengan KTT Konferensi Tingkat Tinggi G20.,puncak indonesia   temu nusa bal  november      awal siap hati hati infrastruktur provisi rinci layan telekomunikasi hasil k konferensi tingkat  ,positive
Karolina_bee11,2023-09-16T04:19:44Z,Presiden Jokowi Review Tahura Ngurah Rai Persiapan G20 Bali Summit Denpasar 6 Oktober 2022,presiden jokowi review tahura ngurah rai siap   bal summit denpasar  oktober    ,neutral
anastasyameira1,2023-09-16T14:58:29Z,kesiapan jaringan telekomunikasi indonesia wajah g20 bali summit dukungan siap west nusa tenggara g20indonesia recovertogerrecoverstronger g20indonesia2022 groupoftwentyindonesia,kesiap jaring telekomunikasi indonesia wajah   bal summit dukung west nusa tenggara   recovertogerrecoverstronger       groupoftwentyindonesia,positive
IntanAyuArimbi,2023-09-17T15:35:32Z,Terminal VVIP Gusti Ngurah Rai Bandara Siap Menerima tamu G20 Summit Bali,terminal vvip gusti ngurah rai bandara terima tamu   summit bal,positive
KaylaDworin5,2023-09-17T20:35:05Z,Pemerintah Mempersiapkan Fasilitas Layanan Kesehatan G20 Summit Bali Aceh G20Indonesia RecoverTogerCoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah fasilitas layan sehat   summit bal aceh   recovertogercoverstronger       groupoftwentyindonesia,neutral
detikfinance,2023-09-12T22:51:52Z,Orang Bali bertanya kepada pekerjaan rumah dengan pekerjaan rumah konferensi tingkat tinggi g20 terjadi pada bulan November mendatang,bal kerja rumah kerja rumah konferensi tingkat   november,positive
milky_ultra,2023-09-13T01:07:18Z,Pemerintah Memastikan Hotek Bali Siap Selamat Datang KTT G20 Medan G20Indonesia Recovertogetherrecoverstronger G20Indonesia2022 Groupoftwentyindonesia,perintah hotek bal selamat k   medan   recovertogetherrecoverstronger       groupoftwentyindonesia,positive
DamaiSulbar,2023-09-18T10:14:40Z,Nabi Diundang Perubahan Sosial Buruk Baik Indonesia Bali KTT Damai Lawanterorisme Tangkalradicalisme Merdeka Pancasilardi Nkrihargamati Malaqbi Melletediangangan Manakarra Sulbarinfo Sulbarmoderat Polewalimandar Majene MamuJu,nabi undang ubah sosial buruk indonesia bal k damai lawanterorisme tangkalradicalisme merdeka pancasilardi nkrihargamati malaqbi melletediangangan manakarra sulbarinfo sulbarmoderat polewalimandar majene mamuju,positive
IdJurnalis,2023-09-13T07:30:22Z,66 SPKLU Disiapkan secara khusus Delegasi KTT G20 Delegasi Bali, spklu siap delegasi k   delegasi bal,positive
KabariGolkar,2023-09-13T02:49:30Z,Kunjungi Bali Menko Luhut Simulasi Monitor Menyambut Tinjauan Tamu Negara Bagian G20 Tempat KTT Passing,kunjung bal menko luhut simulasi monitor sambut tinjau tamu negara   k passing,neutral
detikfinance,2023-09-25T09:55:01Z,Luhut Pandjaitan meminta orang Bali bekerja di rumah dengan KTT G20 diadakan November 2022,luhut pandjaitan bal rumah k   ada november    ,neutral
fathannibos,2023-09-15T19:25:23Z,Orang -orang yang keren dengan antusias menyambut G20 Summit G20 Bali Sukses Safe G20indonesia RecoverTogerCoverTronger G20Indonesia2022 Groupoftwentyindonesia,keren antusias sambut   summit   bal sukses safe   recovertogercovertronger       groupoftwentyindonesia,positive
CEOfficialID,2023-09-13T04:52:30Z,Departemen KTT G20 Kementerian KTT Memperkuat Rabies Control Bali,departemen k   menteri k kuat rabies control bal,neutral
Johnss___,2023-09-18T09:59:39Z,Penyelesaian Persiapan 20 Peningkatan Ekonomi Bali Polisi Regional Memastikan Kesiapan Keamanan Memulai Fasilitas Personel Infrastruktur Dukungan Lancar Keamanan G20 KTT,selesai siap  tingkat ekonomi bal polisi regional kesiap aman fasilitas personel infrastruktur dukung lancar aman   k,positive
